state,county,statefips,countyfips,maskdays,days,maskcoverage
IN,Franklin County,18,47,253,493,0.51
IN,Fulton County,18,49,253,493,0.51
IN,Gibson County,18,51,253,493,0.51
IN,Grant County,18,53,253,493,0.51
IN,Greene County,18,55,253,493,0.51
IN,Hamilton County,18,57,253,493,0.51
IN,Hancock County,18,59,253,493,0.51
IN,Harrison County,18,61,253,493,0.51
IN,Hendricks County,18,63,253,493,0.51
IN,Henry County,18,65,253,493,0.51
IN,Howard County,18,67,253,493,0.51
IN,Huntington County,18,69,253,493,0.51
IN,Jackson County,18,71,253,493,0.51
IN,Jasper County,18,73,253,493,0.51
IN,Jay County,18,75,253,493,0.51
IN,Jefferson County,18,77,253,493,0.51
IN,Jennings County,18,79,253,493,0.51
IN,Johnson County,18,81,253,493,0.51
IN,Knox County,18,83,253,493,0.51
IN,Kosciusko County,18,85,253,493,0.51
IN,LaGrange County,18,87,253,493,0.51
IN,Lake County,18,89,253,493,0.51
IN,LaPorte County,18,91,253,493,0.51
IN,Lawrence County,18,93,253,493,0.51
IN,Madison County,18,95,253,493,0.51
IN,Marion County,18,97,253,493,0.51
IN,Marshall County,18,99,253,493,0.51
IN,Martin County,18,101,253,493,0.51
IN,Miami County,18,103,253,493,0.51
IN,Monroe County,18,105,253,493,0.51
IN,Montgomery County,18,107,253,493,0.51
IN,Morgan County,18,109,253,493,0.51
IN,Newton County,18,111,253,493,0.51
IN,Noble County,18,113,253,493,0.51
IN,Ohio County,18,115,253,493,0.51
IN,Orange County,18,117,253,493,0.51
IN,Owen County,18,119,253,493,0.51
IN,Parke County,18,121,253,493,0.51
IN,Perry County,18,123,253,493,0.51
IN,Pike County,18,125,253,493,0.51
IN,Porter County,18,127,253,493,0.51
IN,Posey County,18,129,253,493,0.51
IN,Pulaski County,18,131,253,493,0.51
IN,Putnam County,18,133,253,493,0.51
IN,Randolph County,18,135,253,493,0.51
IN,Ripley County,18,137,253,493,0.51
IN,Rush County,18,139,253,493,0.51
IN,St. Joseph County,18,141,253,493,0.51
IN,Scott County,18,143,253,493,0.51
IN,Shelby County,18,145,253,493,0.51
IN,Spencer County,18,147,253,493,0.51
IN,Starke County,18,149,253,493,0.51
IN,Steuben County,18,151,253,493,0.51
IN,Sullivan County,18,153,253,493,0.51
IN,Switzerland County,18,155,253,493,0.51
IN,Tippecanoe County,18,157,253,493,0.51
IN,Tipton County,18,159,253,493,0.51
IN,Union County,18,161,253,493,0.51
IN,Vanderburgh County,18,163,253,493,0.51
IN,Vermillion County,18,165,253,493,0.51
IN,Vigo County,18,167,253,493,0.51
IN,Wabash County,18,169,253,493,0.51
IN,Warren County,18,171,253,493,0.51
IN,Warrick County,18,173,253,493,0.51
IN,Washington County,18,175,253,493,0.51
IN,Wayne County,18,177,253,493,0.51
IN,Wells County,18,179,253,493,0.51
IN,White County,18,181,253,493,0.51
IN,Whitley County,18,183,253,493,0.51
IA,Adair County,19,1,82,493,0.17
IA,Adams County,19,3,82,493,0.17
IA,Allamakee County,19,5,82,493,0.17
IA,Appanoose County,19,7,82,493,0.17
IA,Audubon County,19,9,82,493,0.17
IA,Benton County,19,11,82,493,0.17
IA,Black Hawk County,19,13,82,493,0.17
IA,Boone County,19,15,82,493,0.17
IA,Bremer County,19,17,82,493,0.17
IA,Buchanan County,19,19,82,493,0.17
IA,Buena Vista County,19,21,82,493,0.17
IA,Butler County,19,23,82,493,0.17
IA,Calhoun County,19,25,82,493,0.17
IA,Carroll County,19,27,82,493,0.17
IA,Cass County,19,29,82,493,0.17
IA,Cedar County,19,31,82,493,0.17
IA,Cerro Gordo County,19,33,82,493,0.17
IA,Cherokee County,19,35,82,493,0.17
IA,Chickasaw County,19,37,82,493,0.17
IA,Clarke County,19,39,82,493,0.17
IA,Clay County,19,41,82,493,0.17
IA,Clayton County,19,43,82,493,0.17
IA,Clinton County,19,45,82,493,0.17
IA,Crawford County,19,47,82,493,0.17
IA,Dallas County,19,49,82,493,0.17
IA,Davis County,19,51,82,493,0.17
IA,Decatur County,19,53,82,493,0.17
IA,Delaware County,19,55,82,493,0.17
IA,Des Moines County,19,57,82,493,0.17
IA,Dickinson County,19,59,82,493,0.17
IA,Dubuque County,19,61,82,493,0.17
IA,Emmet County,19,63,82,493,0.17
IA,Fayette County,19,65,82,493,0.17
IA,Floyd County,19,67,82,493,0.17
IA,Franklin County,19,69,82,493,0.17
IA,Fremont County,19,71,82,493,0.17
IA,Greene County,19,73,82,493,0.17
IA,Grundy County,19,75,82,493,0.17
IA,Guthrie County,19,77,82,493,0.17
IA,Hamilton County,19,79,82,493,0.17
IA,Hancock County,19,81,82,493,0.17
IA,Hardin County,19,83,82,493,0.17
IA,Harrison County,19,85,82,493,0.17
IA,Henry County,19,87,82,493,0.17
IA,Howard County,19,89,82,493,0.17
IA,Humboldt County,19,91,82,493,0.17
IA,Ida County,19,93,82,493,0.17
IA,Iowa County,19,95,82,493,0.17
IA,Jackson County,19,97,82,493,0.17
IA,Jasper County,19,99,82,493,0.17
IA,Jefferson County,19,101,82,493,0.17
IA,Johnson County,19,103,82,493,0.17
IA,Jones County,19,105,82,493,0.17
IA,Keokuk County,19,107,82,493,0.17
IA,Kossuth County,19,109,82,493,0.17
IA,Lee County,19,111,82,493,0.17
IA,Linn County,19,113,82,493,0.17
IA,Louisa County,19,115,82,493,0.17
IA,Lucas County,19,117,82,493,0.17
IA,Lyon County,19,119,82,493,0.17
IA,Madison County,19,121,82,493,0.17
IA,Mahaska County,19,123,82,493,0.17
IA,Marion County,19,125,82,493,0.17
IA,Marshall County,19,127,82,493,0.17
IA,Mills County,19,129,82,493,0.17
IA,Mitchell County,19,131,82,493,0.17
IA,Monona County,19,133,82,493,0.17
IA,Monroe County,19,135,82,493,0.17
IA,Montgomery County,19,137,82,493,0.17
IA,Muscatine County,19,139,82,493,0.17
IA,O'Brien County,19,141,82,493,0.17
IA,Osceola County,19,143,82,493,0.17
IA,Page County,19,145,82,493,0.17
IA,Palo Alto County,19,147,82,493,0.17
IA,Plymouth County,19,149,82,493,0.17
IA,Pocahontas County,19,151,82,493,0.17
IA,Polk County,19,153,82,493,0.17
IA,Pottawattamie County,19,155,82,493,0.17
IA,Poweshiek County,19,157,82,493,0.17
IA,Ringgold County,19,159,82,493,0.17
IA,Sac County,19,161,82,493,0.17
IA,Scott County,19,163,82,493,0.17
IA,Shelby County,19,165,82,493,0.17
IA,Sioux County,19,167,82,493,0.17
IA,Story County,19,169,82,493,0.17
IA,Tama County,19,171,82,493,0.17
IA,Taylor County,19,173,82,493,0.17
IA,Union County,19,175,82,493,0.17
IA,Van Buren County,19,177,82,493,0.17
IA,Wapello County,19,179,82,493,0.17
IA,Warren County,19,181,82,493,0.17
IA,Washington County,19,183,82,493,0.17
IA,Wayne County,19,185,82,493,0.17
IA,Webster County,19,187,82,493,0.17
IA,Winnebago County,19,189,82,493,0.17
IA,Winneshiek County,19,191,82,493,0.17
IA,Woodbury County,19,193,82,493,0.17
IA,Worth County,19,195,82,493,0.17
IA,Wright County,19,197,82,493,0.17
KS,Allen County,20,1,271,493,0.55
KS,Anderson County,20,3,271,493,0.55
KS,Atchison County,20,5,271,493,0.55
KS,Barber County,20,7,271,493,0.55
KS,Barton County,20,9,271,493,0.55
KS,Bourbon County,20,11,271,493,0.55
KS,Brown County,20,13,271,493,0.55
KS,Butler County,20,15,271,493,0.55
KS,Chase County,20,17,271,493,0.55
KS,Chautauqua County,20,19,271,493,0.55
KS,Cherokee County,20,21,271,493,0.55
KS,Cheyenne County,20,23,271,493,0.55
KS,Clark County,20,25,271,493,0.55
KS,Clay County,20,27,271,493,0.55
KS,Cloud County,20,29,271,493,0.55
KS,Coffey County,20,31,271,493,0.55
KS,Comanche County,20,33,271,493,0.55
KS,Cowley County,20,35,271,493,0.55
KS,Crawford County,20,37,271,493,0.55
KS,Decatur County,20,39,271,493,0.55
KS,Dickinson County,20,41,271,493,0.55
KS,Doniphan County,20,43,271,493,0.55
KS,Douglas County,20,45,271,493,0.55
KS,Edwards County,20,47,271,493,0.55
KS,Elk County,20,49,271,493,0.55
KS,Ellis County,20,51,271,493,0.55
KS,Ellsworth County,20,53,271,493,0.55
KS,Finney County,20,55,271,493,0.55
KS,Ford County,20,57,271,493,0.55
KS,Franklin County,20,59,271,493,0.55
KS,Geary County,20,61,271,493,0.55
KS,Gove County,20,63,271,493,0.55
KS,Graham County,20,65,271,493,0.55
KS,Grant County,20,67,271,493,0.55
KS,Gray County,20,69,271,493,0.55
KS,Greeley County,20,71,271,493,0.55
KS,Greenwood County,20,73,271,493,0.55
KS,Hamilton County,20,75,271,493,0.55
KS,Harper County,20,77,271,493,0.55
KS,Harvey County,20,79,271,493,0.55
KS,Haskell County,20,81,271,493,0.55
KS,Hodgeman County,20,83,271,493,0.55
KS,Jackson County,20,85,271,493,0.55
KS,Jefferson County,20,87,271,493,0.55
KS,Jewell County,20,89,271,493,0.55
KS,Johnson County,20,91,271,493,0.55
KS,Kearny County,20,93,271,493,0.55
KS,Kingman County,20,95,271,493,0.55
KS,Kiowa County,20,97,271,493,0.55
KS,Labette County,20,99,271,493,0.55
KS,Lane County,20,101,271,493,0.55
KS,Leavenworth County,20,103,271,493,0.55
KS,Lincoln County,20,105,271,493,0.55
KS,Linn County,20,107,271,493,0.55
KS,Logan County,20,109,271,493,0.55
KS,Lyon County,20,111,271,493,0.55
KS,McPherson County,20,113,271,493,0.55
KS,Marion County,20,115,271,493,0.55
KS,Marshall County,20,117,271,493,0.55
KS,Meade County,20,119,271,493,0.55
KS,Miami County,20,121,271,493,0.55
KS,Mitchell County,20,123,271,493,0.55
KS,Montgomery County,20,125,271,493,0.55
KS,Morris County,20,127,271,493,0.55
KS,Morton County,20,129,271,493,0.55
KS,Nemaha County,20,131,271,493,0.55
KS,Neosho County,20,133,271,493,0.55
KS,Ness County,20,135,271,493,0.55
KS,Norton County,20,137,271,493,0.55
KS,Osage County,20,139,271,493,0.55
KS,Osborne County,20,141,271,493,0.55
KS,Ottawa County,20,143,271,493,0.55
KS,Pawnee County,20,145,271,493,0.55
KS,Phillips County,20,147,271,493,0.55
KS,Pottawatomie County,20,149,271,493,0.55
KS,Pratt County,20,151,271,493,0.55
KS,Rawlins County,20,153,271,493,0.55
KS,Reno County,20,155,271,493,0.55
KS,Republic County,20,157,271,493,0.55
KS,Rice County,20,159,271,493,0.55
KS,Riley County,20,161,271,493,0.55
KS,Rooks County,20,163,271,493,0.55
KS,Rush County,20,165,271,493,0.55
KS,Russell County,20,167,271,493,0.55
KS,Saline County,20,169,271,493,0.55
KS,Scott County,20,171,271,493,0.55
KS,Sedgwick County,20,173,271,493,0.55
KS,Seward County,20,175,271,493,0.55
KS,Shawnee County,20,177,271,493,0.55
KS,Sheridan County,20,179,271,493,0.55
KS,Sherman County,20,181,271,493,0.55
KS,Smith County,20,183,271,493,0.55
KS,Stafford County,20,185,271,493,0.55
KS,Stanton County,20,187,271,493,0.55
KS,Stevens County,20,189,271,493,0.55
KS,Sumner County,20,191,271,493,0.55
KS,Thomas County,20,193,271,493,0.55
KS,Trego County,20,195,271,493,0.55
KS,Wabaunsee County,20,197,271,493,0.55
KS,Wallace County,20,199,271,493,0.55
KS,Washington County,20,201,271,493,0.55
KS,Wichita County,20,203,271,493,0.55
KS,Wilson County,20,205,271,493,0.55
KS,Woodson County,20,207,271,493,0.55
KS,Wyandotte County,20,209,271,493,0.55
KY,Adair County,21,1,336,493,0.68
KY,Allen County,21,3,336,493,0.68
KY,Anderson County,21,5,336,493,0.68
KY,Ballard County,21,7,336,493,0.68
KY,Barren County,21,9,336,493,0.68
KY,Bath County,21,11,336,493,0.68
KY,Bell County,21,13,336,493,0.68
KY,Boone County,21,15,336,493,0.68
KY,Bourbon County,21,17,336,493,0.68
KY,Boyd County,21,19,336,493,0.68
KY,Boyle County,21,21,336,493,0.68
KY,Bracken County,21,23,336,493,0.68
KY,Breathitt County,21,25,336,493,0.68
KY,Breckinridge County,21,27,336,493,0.68
KY,Bullitt County,21,29,336,493,0.68
KY,Butler County,21,31,336,493,0.68
KY,Caldwell County,21,33,336,493,0.68
KY,Calloway County,21,35,336,493,0.68
KY,Campbell County,21,37,336,493,0.68
KY,Carlisle County,21,39,336,493,0.68
KY,Carroll County,21,41,336,493,0.68
KY,Carter County,21,43,336,493,0.68
KY,Casey County,21,45,336,493,0.68
KY,Christian County,21,47,336,493,0.68
KY,Clark County,21,49,336,493,0.68
KY,Clay County,21,51,336,493,0.68
KY,Clinton County,21,53,336,493,0.68
KY,Crittenden County,21,55,336,493,0.68
KY,Cumberland County,21,57,336,493,0.68
KY,Daviess County,21,59,336,493,0.68
KY,Edmonson County,21,61,336,493,0.68
KY,Elliott County,21,63,336,493,0.68
KY,Estill County,21,65,336,493,0.68
KY,Fayette County,21,67,336,493,0.68
KY,Fleming County,21,69,336,493,0.68
KY,Floyd County,21,71,336,493,0.68
KY,Franklin County,21,73,336,493,0.68
KY,Fulton County,21,75,336,493,0.68
KY,Gallatin County,21,77,336,493,0.68
KY,Garrard County,21,79,336,493,0.68
KY,Grant County,21,81,336,493,0.68
KY,Graves County,21,83,336,493,0.68
KY,Grayson County,21,85,336,493,0.68
KY,Green County,21,87,336,493,0.68
KY,Greenup County,21,89,336,493,0.68
KY,Hancock County,21,91,336,493,0.68
KY,Hardin County,21,93,336,493,0.68
KY,Harlan County,21,95,336,493,0.68
KY,Harrison County,21,97,336,493,0.68
KY,Hart County,21,99,336,493,0.68
KY,Henderson County,21,101,336,493,0.68
KY,Henry County,21,103,336,493,0.68
KY,Hickman County,21,105,336,493,0.68
KY,Hopkins County,21,107,336,493,0.68
KY,Jackson County,21,109,336,493,0.68
KY,Jefferson County,21,111,336,493,0.68
KY,Jessamine County,21,113,336,493,0.68
KY,Johnson County,21,115,336,493,0.68
KY,Kenton County,21,117,336,493,0.68
KY,Knott County,21,119,336,493,0.68
KY,Knox County,21,121,336,493,0.68
KY,Larue County,21,123,336,493,0.68
KY,Laurel County,21,125,336,493,0.68
KY,Lawrence County,21,127,336,493,0.68
KY,Lee County,21,129,336,493,0.68
KY,Leslie County,21,131,336,493,0.68
KY,Letcher County,21,133,336,493,0.68
KY,Lewis County,21,135,336,493,0.68
KY,Lincoln County,21,137,336,493,0.68
KY,Livingston County,21,139,336,493,0.68
KY,Logan County,21,141,336,493,0.68
KY,Lyon County,21,143,336,493,0.68
KY,McCracken County,21,145,336,493,0.68
KY,McCreary County,21,147,336,493,0.68
KY,McLean County,21,149,336,493,0.68
KY,Madison County,21,151,336,493,0.68
KY,Magoffin County,21,153,336,493,0.68
KY,Marion County,21,155,336,493,0.68
KY,Marshall County,21,157,336,493,0.68
KY,Martin County,21,159,336,493,0.68
KY,Mason County,21,161,336,493,0.68
KY,Meade County,21,163,336,493,0.68
KY,Menifee County,21,165,336,493,0.68
KY,Mercer County,21,167,336,493,0.68
KY,Metcalfe County,21,169,336,493,0.68
KY,Monroe County,21,171,336,493,0.68
KY,Montgomery County,21,173,336,493,0.68
KY,Morgan County,21,175,336,493,0.68
KY,Muhlenberg County,21,177,336,493,0.68
KY,Nelson County,21,179,336,493,0.68
KY,Nicholas County,21,181,336,493,0.68
KY,Ohio County,21,183,336,493,0.68
KY,Oldham County,21,185,336,493,0.68
KY,Owen County,21,187,336,493,0.68
KY,Owsley County,21,189,336,493,0.68
KY,Pendleton County,21,191,336,493,0.68
KY,Perry County,21,193,336,493,0.68
KY,Pike County,21,195,336,493,0.68
KY,Powell County,21,197,336,493,0.68
KY,Pulaski County,21,199,336,493,0.68
KY,Robertson County,21,201,336,493,0.68
KY,Rockcastle County,21,203,336,493,0.68
KY,Rowan County,21,205,336,493,0.68
KY,Russell County,21,207,336,493,0.68
KY,Scott County,21,209,336,493,0.68
KY,Shelby County,21,211,336,493,0.68
KY,Simpson County,21,213,336,493,0.68
KY,Spencer County,21,215,336,493,0.68
KY,Taylor County,21,217,336,493,0.68
KY,Todd County,21,219,336,493,0.68
KY,Trigg County,21,221,336,493,0.68
KY,Trimble County,21,223,336,493,0.68
KY,Union County,21,225,336,493,0.68
KY,Warren County,21,227,336,493,0.68
KY,Washington County,21,229,336,493,0.68
KY,Wayne County,21,231,336,493,0.68
KY,Webster County,21,233,336,493,0.68
KY,Whitley County,21,235,336,493,0.68
KY,Wolfe County,21,237,336,493,0.68
KY,Woodford County,21,239,336,493,0.68
LA,Acadia Parish,22,1,301,493,0.61
LA,Allen Parish,22,3,301,493,0.61
LA,Ascension Parish,22,5,301,493,0.61
LA,Assumption Parish,22,7,301,493,0.61
LA,Avoyelles Parish,22,9,301,493,0.61
LA,Beauregard Parish,22,11,301,493,0.61
LA,Bienville Parish,22,13,301,493,0.61
LA,Bossier Parish,22,15,301,493,0.61
LA,Caddo Parish,22,17,301,493,0.61
LA,Calcasieu Parish,22,19,301,493,0.61
LA,Caldwell Parish,22,21,301,493,0.61
LA,Cameron Parish,22,23,301,493,0.61
LA,Catahoula Parish,22,25,301,493,0.61
LA,Claiborne Parish,22,27,301,493,0.61
LA,Concordia Parish,22,29,301,493,0.61
LA,De Soto Parish,22,31,301,493,0.61
LA,East Baton Rouge Parish,22,33,301,493,0.61
LA,East Carroll Parish,22,35,301,493,0.61
LA,East Feliciana Parish,22,37,301,493,0.61
LA,Evangeline Parish,22,39,301,493,0.61
LA,Franklin Parish,22,41,301,493,0.61
LA,Grant Parish,22,43,301,493,0.61
LA,Iberia Parish,22,45,301,493,0.61
LA,Iberville Parish,22,47,301,493,0.61
LA,Jackson Parish,22,49,301,493,0.61
LA,Jefferson Parish,22,51,301,493,0.61
LA,Jefferson Davis Parish,22,53,301,493,0.61
LA,Lafayette Parish,22,55,301,493,0.61
LA,Lafourche Parish,22,57,301,493,0.61
LA,LaSalle Parish,22,59,301,493,0.61
LA,Lincoln Parish,22,61,301,493,0.61
LA,Livingston Parish,22,63,301,493,0.61
LA,Madison Parish,22,65,301,493,0.61
LA,Morehouse Parish,22,67,301,493,0.61
LA,Natchitoches Parish,22,69,301,493,0.61
LA,Orleans Parish,22,71,301,493,0.61
LA,Ouachita Parish,22,73,301,493,0.61
LA,Plaquemines Parish,22,75,301,493,0.61
LA,Pointe Coupee Parish,22,77,301,493,0.61
LA,Rapides Parish,22,79,301,493,0.61
LA,Red River Parish,22,81,301,493,0.61
LA,Richland Parish,22,83,301,493,0.61
LA,Sabine Parish,22,85,301,493,0.61
LA,St. Bernard Parish,22,87,301,493,0.61
LA,St. Charles Parish,22,89,301,493,0.61
LA,St. Helena Parish,22,91,301,493,0.61
LA,St. James Parish,22,93,301,493,0.61
LA,St. John the Baptist Parish,22,95,301,493,0.61
LA,St. Landry Parish,22,97,301,493,0.61
LA,St. Martin Parish,22,99,301,493,0.61
LA,St. Mary Parish,22,101,301,493,0.61
LA,St. Tammany Parish,22,103,301,493,0.61
LA,Tangipahoa Parish,22,105,301,493,0.61
LA,Tensas Parish,22,107,301,493,0.61
LA,Terrebonne Parish,22,109,301,493,0.61
LA,Union Parish,22,111,301,493,0.61
LA,Vermilion Parish,22,113,301,493,0.61
LA,Vernon Parish,22,115,301,493,0.61
LA,Washington Parish,22,117,301,493,0.61
LA,Webster Parish,22,119,301,493,0.61
LA,West Baton Rouge Parish,22,121,301,493,0.61
LA,West Carroll Parish,22,123,301,493,0.61
LA,West Feliciana Parish,22,125,301,493,0.61
LA,Winn Parish,22,127,301,493,0.61
ME,Aroostook County,23,3,388,493,0.79
ME,Androscoggin County,23,1,388,493,0.79
ME,Cumberland County,23,5,388,493,0.79
MA,Franklin County,25,11,388,493,0.79
MD,Allegany County,24,1,392,493,0.8
ME,Franklin County,23,7,388,493,0.79
ME,Hancock County,23,9,388,493,0.79
ME,Kennebec County,23,11,388,493,0.79
ME,Knox County,23,13,388,493,0.79
MA,Barnstable County,25,1,388,493,0.79
ME,Lincoln County,23,15,388,493,0.79
MA,Middlesex County,25,17,388,493,0.79
ME,Oxford County,23,17,388,493,0.79
ME,Penobscot County,23,19,388,493,0.79
ME,Piscataquis County,23,21,388,493,0.79
ME,Sagadahoc County,23,23,388,493,0.79
MA,Bristol County,25,5,388,493,0.79
MD,Baltimore County,24,5,392,493,0.8
ME,Somerset County,23,25,388,493,0.79
ME,Waldo County,23,27,388,493,0.79
MD,Kent County,24,29,392,493,0.8
ME,Washington County,23,29,388,493,0.79
ME,York County,23,31,388,493,0.79
MD,St. Mary's County,24,37,392,493,0.8
MD,Wicomico County,24,45,392,493,0.8
MD,Anne Arundel County,24,3,392,493,0.8
MD,Baltimore city,24,510,392,493,0.8
MD,Calvert County,24,9,392,493,0.8
MD,Caroline County,24,11,392,493,0.8
MD,Carroll County,24,13,392,493,0.8
MD,Cecil County,24,15,392,493,0.8
MD,Charles County,24,17,392,493,0.8
MA,Dukes County,25,7,388,493,0.79
MD,Dorchester County,24,19,392,493,0.8
MD,Frederick County,24,21,392,493,0.8
MD,Garrett County,24,23,392,493,0.8
MD,Harford County,24,25,392,493,0.8
MD,Howard County,24,27,392,493,0.8
MD,Montgomery County,24,31,392,493,0.8
MD,Prince George's County,24,33,392,493,0.8
MD,Queen Anne's County,24,35,392,493,0.8
MD,Somerset County,24,39,392,493,0.8
MA,Essex County,25,9,388,493,0.79
MD,Talbot County,24,41,392,493,0.8
MD,Washington County,24,43,392,493,0.8
MD,Worcester County,24,47,392,493,0.8
MA,Berkshire County,25,3,388,493,0.79
MA,Hampden County,25,13,388,493,0.79
MA,Plymouth County,25,23,388,493,0.79
MA,Hampshire County,25,15,388,493,0.79
MA,Nantucket County,25,19,388,493,0.79
MA,Norfolk County,25,21,388,493,0.79
MI,Alcona County,26,1,419,493,0.85
MA,Suffolk County,25,25,388,493,0.79
MI,Alpena County,26,7,419,493,0.85
MA,Worcester County,25,27,388,493,0.79
MI,Alger County,26,3,419,493,0.85
MI,Baraga County,26,13,419,493,0.85
MI,Allegan County,26,5,419,493,0.85
MI,Antrim County,26,9,419,493,0.85
MI,Calhoun County,26,25,419,493,0.85
MI,Arenac County,26,11,419,493,0.85
MI,Benzie County,26,19,419,493,0.85
MI,Barry County,26,15,419,493,0.85
MI,Cheboygan County,26,31,419,493,0.85
MI,Bay County,26,17,419,493,0.85
MI,Berrien County,26,21,419,493,0.85
MI,Clinton County,26,37,419,493,0.85
MI,Branch County,26,23,419,493,0.85
MI,Cass County,26,27,419,493,0.85
MI,Dickinson County,26,43,419,493,0.85
MI,Charlevoix County,26,29,419,493,0.85
MI,Chippewa County,26,33,419,493,0.85
MI,Genesee County,26,49,419,493,0.85
MI,Clare County,26,35,419,493,0.85
MI,Grand Traverse County,26,55,419,493,0.85
MI,Crawford County,26,39,419,493,0.85
MI,Delta County,26,41,419,493,0.85
MI,Eaton County,26,45,419,493,0.85
MI,Ingham County,26,65,419,493,0.85
MI,Emmet County,26,47,419,493,0.85
MI,Gladwin County,26,51,419,493,0.85
MI,Iron County,26,71,419,493,0.85
MI,Kalamazoo County,26,77,419,493,0.85
MI,Gogebic County,26,53,419,493,0.85
MI,Gratiot County,26,57,419,493,0.85
MI,Leelanau County,26,89,419,493,0.85
MI,Hillsdale County,26,59,419,493,0.85
MI,Mason County,26,105,419,493,0.85
MI,Houghton County,26,61,419,493,0.85
MI,Huron County,26,63,419,493,0.85
MI,Midland County,26,111,419,493,0.85
MI,Ionia County,26,67,419,493,0.85
MI,Iosco County,26,69,419,493,0.85
MI,Isabella County,26,73,419,493,0.85
MI,Muskegon County,26,121,419,493,0.85
MI,Jackson County,26,75,419,493,0.85
MI,Keweenaw County,26,83,419,493,0.85
MI,Kalkaska County,26,79,419,493,0.85
MI,Oceana County,26,127,419,493,0.85
MI,Kent County,26,81,419,493,0.85
MI,Lake County,26,85,419,493,0.85
MI,Lapeer County,26,87,419,493,0.85
MI,Osceola County,26,133,419,493,0.85
MI,Lenawee County,26,91,419,493,0.85
MI,Ottawa County,26,139,419,493,0.85
MI,Livingston County,26,93,419,493,0.85
MI,Luce County,26,95,419,493,0.85
MI,Mackinac County,26,97,419,493,0.85
MI,Macomb County,26,99,419,493,0.85
MI,St. Joseph County,26,149,419,493,0.85
MI,Manistee County,26,101,419,493,0.85
MI,Wayne County,26,163,419,493,0.85
MI,Marquette County,26,103,419,493,0.85
MN,Aitkin County,27,1,294,493,0.6
MI,Mecosta County,26,107,419,493,0.85
MI,Menominee County,26,109,419,493,0.85
MI,Missaukee County,26,113,419,493,0.85
MI,Monroe County,26,115,419,493,0.85
MI,Montcalm County,26,117,419,493,0.85
MI,Montmorency County,26,119,419,493,0.85
MI,Newaygo County,26,123,419,493,0.85
MI,Oakland County,26,125,419,493,0.85
MI,Ogemaw County,26,129,419,493,0.85
MI,Ontonagon County,26,131,419,493,0.85
MI,Oscoda County,26,135,419,493,0.85
MN,Anoka County,27,3,294,493,0.6
MI,Otsego County,26,137,419,493,0.85
MI,Presque Isle County,26,141,419,493,0.85
MI,Roscommon County,26,143,419,493,0.85
MI,Saginaw County,26,145,419,493,0.85
MI,St. Clair County,26,147,419,493,0.85
MI,Sanilac County,26,151,419,493,0.85
MI,Schoolcraft County,26,153,419,493,0.85
MI,Shiawassee County,26,155,419,493,0.85
MI,Tuscola County,26,157,419,493,0.85
MI,Van Buren County,26,159,419,493,0.85
MI,Washtenaw County,26,161,419,493,0.85
MI,Wexford County,26,165,419,493,0.85
MN,Becker County,27,5,294,493,0.6
MN,Beltrami County,27,7,294,493,0.6
MN,Benton County,27,9,294,493,0.6
MN,Big Stone County,27,11,294,493,0.6
MN,Blue Earth County,27,13,294,493,0.6
MN,Brown County,27,15,294,493,0.6
MN,Carlton County,27,17,294,493,0.6
MN,Carver County,27,19,294,493,0.6
MN,Cass County,27,21,294,493,0.6
MN,Chippewa County,27,23,294,493,0.6
MN,Chisago County,27,25,294,493,0.6
MN,Clay County,27,27,294,493,0.6
MN,Clearwater County,27,29,294,493,0.6
MN,Cook County,27,31,294,493,0.6
MN,Cottonwood County,27,33,294,493,0.6
MN,Crow Wing County,27,35,294,493,0.6
MN,Dakota County,27,37,294,493,0.6
MN,Dodge County,27,39,294,493,0.6
MN,Douglas County,27,41,294,493,0.6
MN,Faribault County,27,43,294,493,0.6
MN,Fillmore County,27,45,294,493,0.6
MN,Freeborn County,27,47,294,493,0.6
MN,Goodhue County,27,49,294,493,0.6
MN,Grant County,27,51,294,493,0.6
MN,Hennepin County,27,53,294,493,0.6
MN,Houston County,27,55,294,493,0.6
MN,Hubbard County,27,57,294,493,0.6
MN,Isanti County,27,59,294,493,0.6
MN,Itasca County,27,61,294,493,0.6
MN,Jackson County,27,63,294,493,0.6
MN,Kanabec County,27,65,294,493,0.6
MN,Kandiyohi County,27,67,294,493,0.6
MN,Kittson County,27,69,294,493,0.6
MN,Koochiching County,27,71,294,493,0.6
MN,Lac qui Parle County,27,73,294,493,0.6
MN,Lake County,27,75,294,493,0.6
MN,Lake of the Woods County,27,77,294,493,0.6
MN,Le Sueur County,27,79,294,493,0.6
MN,Lincoln County,27,81,294,493,0.6
MN,Lyon County,27,83,294,493,0.6
MN,McLeod County,27,85,294,493,0.6
MN,Mahnomen County,27,87,294,493,0.6
MN,Marshall County,27,89,294,493,0.6
MN,Martin County,27,91,294,493,0.6
MN,Meeker County,27,93,294,493,0.6
MN,Mille Lacs County,27,95,294,493,0.6
MN,Morrison County,27,97,294,493,0.6
MN,Mower County,27,99,294,493,0.6
MN,Murray County,27,101,294,493,0.6
MN,Nicollet County,27,103,294,493,0.6
MN,Nobles County,27,105,294,493,0.6
MN,Norman County,27,107,294,493,0.6
MN,Olmsted County,27,109,294,493,0.6
MN,Otter Tail County,27,111,294,493,0.6
MN,Pennington County,27,113,294,493,0.6
MN,Pine County,27,115,294,493,0.6
MN,Pipestone County,27,117,294,493,0.6
